,geometry,FID,Activity,ActivityDa,ComName,MonYr,FinYr,Detection1,Date_S
2128,POINT Z (153.4872570000001 -27.55753199922549 0),3123,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2129,POINT Z (153.4152640000001 -27.23563499923157 0),3124,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2130,POINT Z (153.415026 -27.23570399923156 0),3125,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2131,POINT Z (153.487247 -27.55819399922546 0),3126,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2132,POINT Z (153.415026 -27.23570399923156 0),3127,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2133,POINT Z (153.4869060000001 -27.55912299922544 0),3128,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2134,POINT Z (153.4871650000001 -27.55807899922547 0),3129,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2135,POINT Z (153.4874040000001 -27.55832199922548 0),3130,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2136,POINT Z (153.4169270000001 -27.2391489992315 0),3131,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2137,POINT Z (153.4169270000001 -27.2391489992315 0),3132,Treatment,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2138,POINT Z (153.416912 -27.23963599923151 0),3133,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2139,POINT Z (153.4164410000001 -27.24030499923152 0),3134,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2140,POINT Z (153.416375 -27.24031999923148 0),3135,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2141,POINT Z (153.4167920000001 -27.24576599923138 0),3136,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2142,POINT Z (153.415374 -27.24032999923151 0),3137,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2143,POINT Z (153.416827 -27.24554599923137 0),3138,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2144,POINT Z (153.4172030000001 -27.24703099923135 0),3139,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2145,POINT Z (153.41718 -27.24725599923135 0),3140,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2146,POINT Z (153.41718 -27.24725599923135 0),3141,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2147,POINT Z (153.4172600000001 -27.24732199923135 0),3142,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2148,POINT Z (153.4172030000001 -27.24770599923133 0),3143,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2149,POINT Z (153.4172380000001 -27.24912899923135 0),3144,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2150,POINT Z (153.4172370000001 -27.24947699923132 0),3145,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2151,POINT Z (153.4171930000001 -27.25534999923121 0),3146,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2152,POINT Z (153.4875740000001 -27.55772199922548 0),3147,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2153,POINT Z (153.487829 -27.55775899922549 0),3148,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2154,POINT Z (153.4878080000001 -27.55787199922549 0),3149,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2155,POINT Z (153.4867850000001 -27.55909999922543 0),3150,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2156,POINT Z (153.4860860000001 -27.55936999922543 0),3151,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2157,POINT Z (153.48266 -27.57329199922521 0),3152,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2158,POINT Z (153.424566 -27.30017199923038 0),3153,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2159,POINT Z (153.4241720000001 -27.30016599923033 0),3154,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2160,POINT Z (153.4875950000001 -27.55809699922549 0),3155,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2161,POINT Z (153.487691 -27.55797099922547 0),3156,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2162,POINT Z (153.487471 -27.55890399922542 0),3157,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2163,POINT Z (153.4821810000001 -27.57331299922515 0),3158,Treatment,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2164,POINT Z (153.48215 -27.57341199922519 0),3159,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2165,POINT Z (153.4820970000001 -27.57347199922519 0),3160,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2166,POINT Z (153.4814110000001 -27.57352999922517 0),3161,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2167,POINT Z (153.481487 -27.57352499922519 0),3162,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2168,POINT Z (153.4819530000001 -27.57400299922516 0),3163,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2169,POINT Z (153.4820490000001 -27.57394199922514 0),3164,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2170,POINT Z (153.4823280000001 -27.57379899922516 0),3165,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2171,POINT Z (153.482251 -27.57383599922519 0),3166,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2172,POINT Z (153.4821410000001 -27.57394999922518 0),3167,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2173,POINT Z (153.4821750000001 -27.57386099922518 0),3168,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2174,POINT Z (153.5119080000001 -27.49420599922668 0),3169,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2175,POINT Z (153.5122020000001 -27.4937499992267 0),3170,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2176,POINT Z (153.511518 -27.49478499922669 0),3171,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2177,POINT Z (153.5115770000001 -27.49500999922668 0),3172,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2178,POINT Z (153.530615 -27.44947599922751 0),3173,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2179,POINT Z (153.5320690000001 -27.44827099922757 0),3174,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2180,POINT Z (153.5304590000001 -27.44971299922754 0),3175,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2181,POINT Z (153.5303500000001 -27.44986499922749 0),3176,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2182,POINT Z (153.5298530000001 -27.4495469992275 0),3177,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2183,POINT Z (153.5295100000001 -27.44955199922754 0),3178,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2184,POINT Z (153.5294600000001 -27.4496379992275 0),3179,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2185,POINT Z (153.529352 -27.44971299922754 0),3180,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2186,POINT Z (153.529255 -27.44977299922748 0),3181,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2187,POINT Z (153.529535 -27.44976999922749 0),3182,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2188,POINT Z (153.5108190000001 -27.49892199922656 0),3183,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2189,POINT Z (153.5105910000001 -27.49905999922655 0),3184,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2190,POINT Z (153.5101040000001 -27.50029099922655 0),3185,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2191,POINT Z (153.509216 -27.50269199922651 0),3186,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2192,POINT Z (153.509313 -27.5016259992265 0),3187,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2193,POINT Z (153.5092900000001 -27.50172399922655 0),3188,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
2194,POINT Z (153.482376 -27.57321999922517 0),3189,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2195,POINT Z (153.4874490000001 -27.55893999922545 0),3190,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2196,POINT Z (153.4815080000001 -27.57338899922518 0),3191,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2197,POINT Z (153.481519 -27.57442799922516 0),3192,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2198,POINT Z (153.4818610000001 -27.57448099922514 0),3193,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2199,POINT Z (153.4818320000001 -27.57441199922515 0),3194,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2200,POINT Z (153.481939 -27.57472999922514 0),3195,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2201,POINT Z (153.4825470000001 -27.5729609992252 0),3196,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2202,POINT Z (153.4818620000001 -27.57409899922515 0),3197,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2203,POINT Z (153.481755 -27.57422899922515 0),3198,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2204,POINT Z (153.481795 -27.57430799922518 0),3199,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2205,POINT Z (153.459326 -27.66422499922346 0),3200,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2206,POINT Z (153.458605 -27.66474699922349 0),3201,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2207,POINT Z (153.4585530000001 -27.66487699922344 0),3202,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2208,POINT Z (153.45842 -27.66496799922344 0),3203,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2209,POINT Z (153.4583950000001 -27.66594199922346 0),3204,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2210,POINT Z (153.45865 -27.66596299922347 0),3205,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2211,POINT Z (153.4572690000001 -27.66861199922338 0),3206,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2212,POINT Z (153.4570440000001 -27.66873199922341 0),3207,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2213,POINT Z (153.4572830000001 -27.66878499922339 0),3208,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2214,POINT Z (153.4573360000001 -27.66932199922338 0),3209,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2215,POINT Z (153.4599470000001 -27.65932599922358 0),3210,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2216,POINT Z (153.4607540000001 -27.65577399922363 0),3211,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2217,POINT Z (153.4624550000001 -27.6450189992238 0),3212,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2218,POINT Z (153.463338 -27.63868299922396 0),3213,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2219,POINT Z (153.4651090000001 -27.63421299922401 0),3214,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2220,POINT Z (153.4639470000001 -27.63889099922395 0),3215,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2221,POINT Z (153.5125860000001 -27.423445999228 0),3216,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2222,POINT Z (153.4460650000001 -27.39171499922864 0),3217,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2223,POINT Z (153.4469350000001 -27.39208899922859 0),3218,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2224,POINT Z (153.4485980000001 -27.39385199922859 0),3219,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2225,POINT Z (153.482342 -27.57346899922516 0),3220,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2226,POINT Z (153.4822290000001 -27.57341099922519 0),3221,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2227,POINT Z (153.482208 -27.57350799922517 0),3222,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2228,POINT Z (153.481889 -27.57370399922518 0),3223,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2229,POINT Z (153.4817360000001 -27.57461999922518 0),3224,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2230,POINT Z (153.4818600000001 -27.57479999922518 0),3225,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2231,POINT Z (153.4816510000001 -27.57477399922513 0),3226,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2232,POINT Z (153.45838 -27.66430399922348 0),3227,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2233,POINT Z (153.4593580000001 -27.6631989992235 0),3228,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2234,POINT Z (153.457339 -27.67049699922336 0),3229,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2235,POINT Z (153.4574560000001 -27.67055899922337 0),3230,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2236,POINT Z (153.4574960000001 -27.67045399922335 0),3231,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2237,POINT Z (153.4576520000001 -27.67005299922336 0),3232,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2238,POINT Z (153.457294 -27.66988099922339 0),3233,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2239,POINT Z (153.457263 -27.6698589992234 0),3234,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2240,POINT Z (153.4637980000001 -27.63890599922395 0),3235,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2241,POINT Z (153.4640820000001 -27.63897499922395 0),3236,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2242,POINT Z (153.4496200000001 -27.39423799922858 0),3237,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2243,POINT Z (153.446314 -27.39374799922857 0),3238,Survey,25/10/2019,Bitou bush,,2019 - 2020,25/10/2019,July19_Dec19
2244,POINT Z (153.121878 -25.5036099992661 0),3239,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2245,POINT Z (153.076173 -25.68683499926232 0),3240,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2246,POINT Z (153.076178 -25.68672299926233 0),3241,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2247,POINT Z (153.0753340000001 -25.69041099926226 0),3242,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2248,POINT Z (153.0756650000001 -25.68866999926226 0),3243,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2249,POINT Z (153.0559940000001 -25.79691199926006 0),3244,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2250,POINT Z (153.0564860000001 -25.79697599926005 0),3245,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2251,POINT Z (153.0564680000001 -25.79701999926005 0),3246,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2252,POINT Z (153.076453 -25.78721299926023 0),3247,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2253,POINT Z (153.077535 -25.78956999926021 0),3248,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2254,POINT Z (153.0775940000001 -25.78963599926021 0),3249,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2255,POINT Z (153.0774650000001 -25.78909499926023 0),3250,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2256,POINT Z (153.077169 -25.7888539992602 0),3251,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2257,POINT Z (153.0776410000001 -25.78870499926019 0),3252,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2258,POINT Z (153.0757830000001 -25.68921699926222 0),3253,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2259,POINT Z (153.0762960000001 -25.6879619992623 0),3254,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2260,POINT Z (153.0762450000001 -25.68816799926228 0),3255,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2261,POINT Z (153.076224 -25.68799599926226 0),3256,Survey,5/11/2019,Bitou bush,,2019 - 2020,5/11/2019,July19_Dec19
2262,POINT Z (153.0865420000001 -25.75006799926099 0),3257,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2263,POINT Z (153.084773 -25.74299399926115 0),3258,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2264,POINT Z (153.085085 -25.74244199926119 0),3259,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2265,POINT Z (153.0849900000001 -25.74261399926115 0),3260,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2266,POINT Z (153.0862010000001 -25.74685199926105 0),3261,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2267,POINT Z (153.0874690000001 -25.75123699926097 0),3262,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2268,POINT Z (153.087437 -25.75114099926099 0),3263,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2269,POINT Z (153.0869110000001 -25.74994299926102 0),3264,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2270,POINT Z (153.087158 -25.74980699926103 0),3265,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2271,POINT Z (153.0873170000001 -25.74985699926102 0),3266,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2272,POINT Z (153.0856980000001 -25.7609339992608 0),3267,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2273,POINT Z (153.0858450000001 -25.76109199926079 0),3268,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2274,POINT Z (153.085641 -25.76196499926078 0),3269,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2275,POINT Z (153.0857130000001 -25.76202499926075 0),3270,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2276,POINT Z (153.085766 -25.76241099926072 0),3271,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2277,POINT Z (153.0857460000001 -25.76245899926077 0),3272,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2278,POINT Z (153.0855580000001 -25.76298699926074 0),3273,Survey,6/11/2019,Bitou bush,,2019 - 2020,6/11/2019,July19_Dec19
2279,POINT Z (153.0853060000001 -25.75694999926086 0),3274,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2280,POINT Z (153.0851640000001 -25.75590099926086 0),3275,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2281,POINT Z (153.0866330000001 -25.75673299926085 0),3276,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2282,POINT Z (153.0865900000001 -25.75739999926086 0),3277,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2283,POINT Z (153.1146950000001 -25.54031699926533 0),3278,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2284,POINT Z (153.1223470000001 -25.51987499926574 0),3279,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2285,POINT Z (153.1222730000001 -25.52003399926574 0),3280,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2286,POINT Z (153.086842 -25.7552149992609 0),3281,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2287,POINT Z (153.08699 -25.75529599926087 0),3282,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2288,POINT Z (153.087068 -25.75552799926091 0),3283,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2289,POINT Z (153.08653 -25.75568599926089 0),3284,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2290,POINT Z (153.0866340000001 -25.75756299926083 0),3285,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2291,POINT Z (153.086302 -25.75758699926084 0),3286,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2292,POINT Z (153.086717 -25.75666999926084 0),3287,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2293,POINT Z (153.08537 -25.75609099926089 0),3288,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2294,POINT Z (153.0862010000001 -25.75640199926091 0),3289,Survey,7/11/2019,Bitou bush,,2019 - 2020,7/11/2019,July19_Dec19
2295,POINT Z (153.2430350000001 -25.25544699927124 0),3290,Survey,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
2296,POINT Z (153.530107 -28.17388499921405 0),3291,Treatment,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
2297,POINT Z (153.5302660000001 -28.17426199921404 0),3292,Treatment,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
2298,POINT Z (153.530119 -28.17439399921404 0),3293,Treatment,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
2299,POINT Z (153.530555 -28.17416599921406 0),3294,Treatment,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
2300,POINT Z (153.5305555560001 -28.17388888821407 0),3295,Treatment,11/11/2019,Bitou bush,,2019 - 2020,11/11/2019,July19_Dec19
